Åvs,Ort,Glas,Kartong,Metall,Blandplast,Tidningar,Latitud decimal,Longitud decimal
Lammevallsgatan/Frejagatan,Mölndal,x,x,x,x,x,57.65750,11.99333
Lantbruksgatan,Mölndal,x,x,x,x,x,57.66417,11.99333
Peppareds Äng,Mölndal,x,x,x,x,x,57.62917,12.02833
Axgatan,Mölndal,x,x,x,x,"",57.65889,11.98083
Labackavägen ÅVS,Kållered,x,x,x,x,"",57.60833,12.03472
Postmästaregatan/Brevkortsgatan,Mölndal,x,x,x,x,"",57.66556,12.03250
Norra Hällesåkervägen,Greggered,x,x,x,x,"",57.60750,12.14972
Sagsjö armatur,Mölndal,x,x,x,x,x,57.59111,12.06194
Fågelstensvägen,Lindome,x,x,x,x,x,57.57500,12.06194
Eklanda Torg,Mölndal,x,x,x,x,"",57.65083,11.96528
Lindome (ÅVC),Mölndal,x,x,x,x,x,57.57528,12.09083
Kikås (ÅVC),Mölndal,x,x,x,x,x,57.64889,12.05028
Fågelsten,Lindome,x,x,x,x,x,57.57250,12.07139
Bäckstensgatan ,Mölndal,x,x,x,x,x,57.65306,11.95944
Avloppsreningsverket,Hälleviksstrand,x,x, , ,x,58.12139,11.44361
"Mollösund, vid garage",Mollösund,x,x,x,x,x,58.07500,11.48111
Stillingön Lanthandeln,Stillingön,x,x,x,x,x,58.19306,11.83056
Svanesund Centrumhuset Hemköp,Svanesund,x,x,x,x,x,58.14222,11.82056
Panncentralen,Orust,x,x,x,x,x,58.23278,11.66694
Industrivägen,Orust,x,x,x,x,x,58.12528,11.72583
Tvet skola,Tvet,x,x,x,x,x,58.12944,11.55861
"Ellös, Panncentralen",Ellös,x,x,x,x,x,58.18222,11.48556
"Stocken, Fiskehamnen",Stocken,x,x,x,x,x,58.14889,11.41889
Vid väg 160 mot Henån,Timmerhult,x,x,x,x,x,58.23861,11.70639
Månsemyr (ÅVC),Månsemyr,x,x,x,x,x,58.16278,11.50139
"Ica, Jonsered",Jonsered,x,x,x,x,x,57.74556,12.17500
Annebergsplatsen,Partille,x,x,x,x,x,57.73806,12.12611
Björnbergsväg 4,Partille,x,x,x,x,x,57.73500,12.09306
Brageplatsen,Sävedalen,x,x,x,x,x,57.72556,12.07778
Partille Centrum,Partille,x,x,x,x,x,57.74056,12.10694
Furulunds Centrum,Furulund,x,x,x,x,x,57.72556,12.12750
Furumossen 169,Furulund,x,x,x,x,x,57.72944,12.13333
Hålldammsvägen 1,Partille,x,x,x,x,x,57.73361,12.10722
Länsmansvägen 3,Partille,x,x,x,x,x,57.74194,12.15222
Gamla gatan,Partille,x,x,x,x,x,57.74000,12.09833
Nämndemansvägen 58,Partille,x,x,x,x,x,57.73056,12.11861
Oluff Nilssons Väg 3,Partille,x,x,x,x,x,57.73667,12.11167
Timmerslätt 28,Furulund,x,x,x,x,x,57.72694,12.12583
Timmerslätt 83,Furulund,x,x,x,x,x,57.72667,12.12167
Öjersjö Centrum,Öjersjö,x,x,x,x,x,57.70333,12.14528
"P-däck Ljungkullen 2, Sävedalen",Sävedalen,x,x,x,x,x,57.71806,12.06972
"Långåkern, Sävedalen",Sävedalen,x,x,x,x,x,57.71944,12.07694
"Prima Livs, Sävedalen",Sävedalen,x,x,x,x,x,57.73167,12.06806
"Röliden, Sävedalen",Sävedalen,x,x,x,x,x,57.72528,12.08806
"Tvistevägen, Sävedalen",Sävedalen,x,x,x,x,x,57.72917,12.08639
"Krondammsvägen, vid p-däck",Partille,x,x,x,x,x,57.73111,12.11028
Kåhög,Kåhög,x,x,x,x,x,57.74944,12.15194
Nygårdsvägen,Partille,x,x,x,x,x,57.74472,12.12083
Willy´s / Statoil,Sävedalen,x,x,x,x,x,57.73333,12.07889
Nävervägen,Furulund,x,x,x,x,x,57.72333,12.13278
Hyggesvägen,Furulund,x,x,x,x,x,57.72528,12.13389
Kvarnfallsvägen ,Sävedalen,x,x,x,x,x,57.71556,12.07778
Allum Köpcenter,Partille,x,x,x,x,x,57.73583,12.10639
Vallhamra Torg,Sävedalen,x,x,x,x,x,57.72028,12.06944
Isfabriken,Öjersjö,x,x,x,x,x,57.68750,12.10944
Stora Pukevägen,Sävedalen,x,x,x,x,x,57.72306,12.08889
Badet,Ardala,x,x,x,"",x,58.35944,13.33444
ICA Hästen,Axvall,x,x,x,x,x,58.38778,13.57083
Bygdegården,Eggby,x,x,x,x,x,58.43278,13.64139
Lokstallet,Skara,x,x,x,x,x,58.38333,13.44861
Skaravallen p-plats Hindsbogatan,Skara,x,x,x,x,x,58.38583,13.42417
P-plats Katedralskolan,Skara,x,x,x,x,x,58.39083,13.45056
Coop Forum,Skara,x,x,x,x,x,58.37944,13.41444
OK/Q8,Skara,x,x,x,x,x,58.39083,13.46139
P-plats skolan,Varnhem,x,x,x,x,x,58.38639,13.64778
Rödjorna (ÅVC),Skara,x,x,x,x,x,58.37611,13.54500
Willys parkering,Skara,x,x,x,x,x,58.38528,13.43417
Biskop Turgots gata,Skara,"","","","",x,58.39056,13.44750
Skaraberg,Skara,"","","","",x,58.39889,13.44639
Lilla Hindsbo,Skara,"","","","",x,58.39056,13.41944
"Skövde, p-plats Hemköp",Skövde,x,x,x,x,x,58.36861,13.82500
"Igelstorp, Affären",Igelstorp,x,x,x,x,x,58.40000,13.97694
Lerdala,Lerdala,x,x,x,x,x,58.48000,13.71111
"Skövde, Norrhallen",Skövde,x, , , ,"",58.39722,13.84778
"Skövde, Södermalms IP p-plats",Skövde,x,x,x,x,x,58.37917,13.84250
P-plats Coop forum,Skövde,x,x,x,x,x,58.40694,13.85917
"Skövde, Kvantumhuset p-plats",Skövde,x,x,x,x,x,58.39611,13.83361
"Skövde, Kvarteret Fyren, badhuset",Skövde,x,x,x,x,x,58.39250,13.83528
"Skövde, P-plats Billingehov",Skövde,x,x,x,x,x,58.41500,13.84583
"Skövde, Framför fotbollsplanen",Skövde,x,x,x,x,x,58.37361,13.82889
"Skövde, Havstenavägen 18",Skövde,"",x, , ,x,58.40167,13.84694
"Skövde, Lunden",Skövde,x,x,x,x,x,58.40806,13.87194
"Skövde, Sandtorget",Skövde,x,"","","",x,58.39111,13.84694
"Stöpen, ICA Blomman",Stöpen,x,x,x,x,x,58.47528,13.86417
"Skövde, Trängenområdet",Skövde,"",x,"","",x,58.39722,13.85639
"Södra Ryd, P-plats",Södra Ryd,x,x,x,x,x,58.43167,13.88028
"Tidan, P-plats",Tidan,x,x,x,x,x,58.57361,14.00417
"Skövde, Lillegårdsvägen 9",Skövde,"",x, , ,"",58.40528,13.84750
Södra Ryd (ÅVC),Södra Ryd,x,x,x,x,x,58.42083,13.87083
"Skövde, Panncentral",Skövde,"",x, , ,"",58.40611,13.86250
"Skövde, Näverstigen",Skövde,x,x,x,x,x,58.42889,13.87556
"Skövde, Östermalm",Skövde,x,x,x,x,x,58.38694,13.87306
"Södra Ryd, Östra Skogsrovägen",Södra Ryd,x,x,x,x,x,58.42389,13.88528
"Skövde, Skultorps IP",Skultorp,x,x,x,x,x,58.33583,13.82056
"Värsås, Västerleden",Värsås,x,x,x,x,x,58.34972,14.04944
Skultorp,Skultorp,x,x,x,x,x,58.34194,13.84139
Väring,Väring,x,x,x,x,x,58.51333,13.96417
Stöpen (ÅVC),Stöpen,x,x,x,x,x,58.47917,13.87500
Timmersdala (ÅVC),Timmersdala,x,x,x,x,x,58.53111,13.75639
Värsås (ÅVC),Värsås,x,x,x,x,x,58.34972,14.05694
Skultorp (ÅVC),Skultorp,x,x,x,x,x,58.34750,13.83111
Tidan (ÅVC),Tidan,x,x,x,x,x,58.58167,13.99972
Risängen (ÅVC),Skövde,x,x,x,x,x,58.37917,13.87472
Lidl Skövde,Skövde,x,x,x,x,x,58.38278,13.83639
Ekebacksvägen Parkering,Skövde,x,x,x,x,x,58.41000,13.83833
Bohus Malmön Brandstationen,Bohus Malmön,x,x,x,x,x,58.34667,11.33500
Bovallstrand Statoil,Bovallstrand,x,x,x,x,x,58.47389,11.32667
Hovenäset Klockaregatan vid vandrarhem,Hovenäset,x,x,x,x,x,58.37139,11.29806
Hunnebostrand Hedalen,Hunnebostrand,x,x,x,x,x,58.43917,11.30750
Reningsverket,Hunnebostrand,x,x,x,x,x,58.44361,11.30278
Kungshamn Parkgatan,Kungshamn,x,x,x,x,x,58.36111,11.25833
Kungshamn Valberget,Kungshamn,x,x,x,x,x,58.35972,11.27000
Smögen ICA Nära,Smögen,x,x,x,x,x,58.36278,11.23361
Todderöd Bygdegården vid Todderödskola,Todderöd,x,x,x,x,x,58.40972,11.33528
Väjern Parkeringen,Väjern,x,x,x,x,x,58.37944,11.26306
Bohus-Malmön (ÅVC),Bohus-Malmön,x,x,x,x,x,58.35111,11.32806
Hogenäs (ÅVC),Kungshamn,"",x,"","","",58.43833,11.29917
Jörlandaboden,Jörlanda,x,x,x,x,x,57.98639,11.82833
P-plats,Stenungsund,x,x,x,x,x,58.06889,11.82194
Kristinedals Förskola,Stenungsund,x,x,x,x,x,58.06444,11.83306
Willys,Stenungsund,x,x,x,x,x,58.07528,11.82056
Hasselbacken,Stenungsund,x,x,x,x,x,58.06194,11.84472
"Kyrkonorum, bakom fd affären",Stenungsund,x,x,x,x,x,58.05583,11.86472
Stora Vägen,Stora Höga,x,x,x,x,x,58.01000,11.83028
Fotbollsplanen,Svenshögen,x,x,x,x,x,58.13861,11.94417
"Ucklum, Södra Infarten",Ucklum,x,x,x,x,x,58.07861,11.94889
Ödsmål,Ödsmål,x,x,x,x,x,58.09972,11.84694
"Hantverkaregatan, vid OK",Stenungsund,x,x,x,x,x,58.07528,11.83917
Solgårdsdalen,Stenungsund,x,x,x,x,x,58.05917,11.82278
Renova Kläpp (ÅVC),Ödsmål,x,x,"",x,x,58.09028,11.85000
Flåghult,Flåghult,x, , , , ,58.98139,11.42056
Hogdal,Hogdal,x,x,x,x,x,59.03000,11.21306
Västra Bryggan,Nord-Koster,x,x,x,x,"",58.93889,11.18139
Vättnet,Nord-Koster,x, , , , ,58.90111,11.02000
Näsinge flygfält,Näsinge,x,x,x,x,x,59.02083,11.33778
Råssöhamn,Råssöhamn,x, , , , ,58.84917,11.18250
Skee,Skee,x,x,x,x,x,58.92639,11.27361
Strömsvallen,Strömstad,x,x,x,x,x,58.94111,11.19222
Statoil,Strömstad,x,x,x,x,x,58.94333,11.18417
Myrens hamn,Strömstad,x,x,x,x,x,58.93000,11.17361
Gästhamnen,Strömstad,x, , , ,"",58.93694,11.17278
Spruthusplatsen,Strömstad,x, , , ,"",58.93806,11.17472
"Sydkoster, Långagärde",Strömstad,x,x,x,x,x,58.88361,10.99861
Affären,Syd-Koster,x,"","","",x,58.88500,11.02917
Ekenäs,Syd-Koster,x, , , , ,58.89389,11.04083
Q-star Vik,Vik,x,x,x,x,x,58.85972,11.25389
Ringvägen Mällby,Strömstad,x,x,x,x,x,58.95694,11.17861
Österröd ÅC (ÅVC),Strömstad,x,x,x,x,x,58.93167,11.19056
"Kebal, P-plats",Kebal,x,x,x,x,x,58.94417,11.16444
Bygdegården,Kalv,x,x,x,x,x,57.24667,13.05667
Medborgarhuset,Östra Frölunda,x,x,x,x,x,57.34528,13.03139
Affären,Håcksvik,x,x,"","",x,57.31556,13.14556
Lindsbovägen,Mjöbäck,x,x,x,x,x,57.30472,12.87889
Alenäs Möbelfabrik,Mårdaklev,x,x,x,x,x,57.24556,12.97861
Änglarp (ÅVC),Svenljunga,x,x,x,"",x,57.46000,13.12833
"Moga fritid, simhallen",Svenljunga,x,x,x,x,x,57.49111,13.12306
Q-Star,Överlida,x,x,x,x,x,57.34722,12.89361
"Reningsverket, Hillared",Hillared,x,x,x,x,x,57.62917,13.16083
"Reningsverket, Sexdrega",Sexdrega,x,x,x,x,x,57.57667,13.12556
Högelid,Svenljunga,x,x,x,x,x,57.49917,13.10167
Örsgatan,Svenljunga,x,x,x,x,x,57.49111,13.10750
Holsljunga,Holsljunga,x,x,x,x,x,57.41028,12.97139
Roasjö,Roasjö,x,x,x,x,x,57.54333,12.97667
Vid kyrkan,Fjällbacka,x,x,x,x,x,58.60000,11.28583
Affären,Gerlesborg,x,x,x,x,x,58.49528,11.35556
Hamnplan,Grebbestad,x,x,x,x,x,58.69083,11.25167
Hamnen,Hamburgsund,x,x,x,x,x,58.55083,11.27250
Förbi kyrkan,Havstenssund,x,x,x,x,x,58.75389,11.18250
Heestrand,Heestrand,x,x,x,x,x,58.51889,11.27639
Knäm,Knäm,x,x,x,x,x,58.75889,11.26167
Kville,Kville,x,x,x,x,x,58.56889,11.36472
Kämpersvik,Kämpersvik,x,x,x,x,x,58.65028,11.29667
Lur,Lur,x,x,x,x,x,58.81833,11.32944
ICA,Rabbalshede,x,x,x,x,x,58.60917,11.47361
Hol-backen,Resö,x,x,x,x,x,58.80306,11.17472
Sannäs,Sannäs,x,x,x,x,x,58.74167,11.24556
Lanthandeln,Sjöröd,x,x,x,x,x,58.54694,11.41806
Centrum,Tanumshede,x,x,x,x,x,58.72500,11.32250
Höjden/Furuvägen,Tanumshede,x,x,x,x,x,58.72944,11.31306
Vinbäck,Tanumshede,x,x,x,x,x,58.71611,11.33361
ICA,Östad,x,x,x,x,x,58.77583,11.56083
Tyft Avfallsanläggning (ÅVC),Tanumshede,x,x,x,x,x,58.74139,11.44333
Hamburgsunds (ÅVC),Hamburgsund,x,x,x,x,x,58.55917,11.28194
Fagersanna tennisbana,Fagersanna,x,x,x,x,x,58.46861,14.30000
"Hörnebo Livs, Bröderna Johansson Trähandel",Hörnebo,x,x,x,x,x,58.40806,14.14944
Sparhuset köpcenter,Tibro,x,x,x,x,x,58.42944,14.14417
Folkets Park ,Tibro,x,x,x,x,x,58.42889,14.17167
Gamla Kommunhuset,Tibro,x,x,x,x,x,58.41444,14.18083
"Centrum, bakom korvkiosken",Tibro,x,x,x,x,x,58.42194,14.16472
Tibro ÅV-central (ÅVC),Tibro,x,"",x,x,x,58.41778,14.13667
Ekedalen,Ekedalen,x,x,x,x,x,58.20611,13.84333
Folkabo,Folkabo,x,x,x,x,x,58.12611,13.82528
Fröjered,Fröjered,x,x,x,x,x,58.24750,14.01583
Gälleberg,Gälleberg,x,x,x,x,x,58.12556,14.05833
Liljegrens mot Habo,Härja,x,x,x,x,x,58.07000,13.94861
Kungslena,Kungslena,x,x,x,x,x,58.22750,13.81056
Madängsholm,Madängsholm,x,x,x,x,x,58.14194,13.91639
Tidaholm Dyckertsgatan,Tidaholm,x,x,x,x,x,58.18333,13.96667
Tidavallen P-plats,Tidaholm,x,x,x,x,x,58.17167,13.95917
Tidaholm Östergatan,Tidaholm,x,x,x,x,x,58.18361,13.97639
Tidaholm Kv Tändstickan,Tidaholm,x,x,x,x,x,58.17861,13.95694
Tidaholm ÅV Centralen(ÅVC),Tidaholm,x,x,x,x,x,58.16444,13.96444
ICA Kvantum,Tidaholm,"","","","",x,58.17917,13.95333
"Tjörn, Almö Livs",Tjörn,x,x,x,x,x,58.06278,11.74972
"Höviksnäs, Ingo",Höviksnäs,x,x,x,x,x,58.03778,11.73278
"Klädesholmen, PK Konserv",Klädesholmen,x,x,x,x,x,57.94917,11.54972
Kållekärr,Kållekärr,x,x,x,x,x,58.02556,11.65528
"Skärhamn, Styckens bageri",Skärhamn,x,x,x,x,x,57.98111,11.55056
Ica Nordevik,Skärhamn,x,x,x,x,x,57.98583,11.55556
Lilla Askerön,Lilla Askerön,x,x,x,x,x,58.09472,11.73167
Höviksnäs,Höviksnäs,x,x,x,x,x,58.03167,11.75250
Heås (ÅVC),Skärhamn,x,x,x,x,x,57.99889,11.62889
Rönnäng Ishall,Rönnäng,x,x,x,x,x,57.94361,11.57333
järnvägsområdet,Ambjörnarp,x,x,x,x,x,57.41806,13.29250
Svedbergs,Dalstorp,x,x,x,x,x,57.59917,13.52444
ICA Målet,Grimsås,x,x,x,x,x,57.48472,13.55028
affären,Hulared,x, , , ,"",57.59028,13.43556
"Gamla verket/Kuben, p-plats",Ljungsarp,x,x,x,x,x,57.56528,13.58611
Brandstationen,Länghem,x,x,x,x,x,57.60389,13.24361
Bygdegården,Mossebo,x,"","","","",57.44722,13.46083
Vid bilverkstad,Nittorp,x,x,x,x,x,57.54528,13.49139
Fd.affären,Sjötofta,x,x,x,x,x,57.35806,13.28944
Centrum,Tranemo,x,x,x,x,x,57.48250,13.34889
Vändplatsen,Uddebo,x,x,x,x,x,57.47111,13.25944
"Vid Industriområdet, utmed Ulricehamnsvägen norrut.",Ölsremma,x,x,x,x,x,57.63806,13.61778
Månstad,Månstad,x, , , ,"",57.60417,13.36778
Returen (vid ÅVC),Tranemo,x,x,x,x,x,57.47556,13.34000
Glashuset,Limmared,x,x,x,x,x,57.53333,13.35472
"Väg 1578 söder ut, Ambjörnarp",Ambjörnarp,x,"","","","",57.41889,13.28667
"Trollhättan, Skoftebyn, Nysätra IP",Skoftebyn,x,x,x,x,x,58.26389,12.26500
"Sjuntorp, Skrehall",Sjuntorp,x,x,x,x,x,58.18389,12.21833
"Trollhättan, Albertsvägen",Trollhättan,x,x,x,x,x,58.28972,12.27583
"Trollhättan, Alunvägen/Skogshöjdsvägen",Trollhättan,x,x,x,x,x,58.31556,12.27056
"Trollhättan, parken",Trollhättan,x,x,x,x,x,58.25778,12.26417
"Trollhättan, LL-livs",Trollhättan,x,x,x,x,x,58.27778,12.31722
"Trollhättan, p-plats Edsborgs IP",Trollhättan,x,x,x,x,x,58.28972,12.31361
"Trollhättan, Björndalen",Trollhättan,x,x,x,x,x,58.30306,12.28306
"Trollhättan, Hedeängsvägen",Trollhättan,x,x,x,x,x,58.28917,12.33611
"Trollhättan, OK",Trollhättan,x,x,x,x,x,58.27306,12.31111
"Trollhättan, Klintvägen",Trollhättan,x,x,x,x,x,58.28028,12.28861
"Trollhättan, Södra Hamnvägen/Kungsportsvägen",Trollhättan,x,x,x,x,x,58.29417,12.30333
"Trollhättan, Skogshöjdsvägen/Utsiktsgatan",Trollhättan,x,x,x,x,x,58.32111,12.28083
"Trollhättan, Skogstorpavägen",Trollhättan,x,x,x,x,x,58.29139,12.30944
"Trollhättan, vändplan Träffen",Trollhättan,x,x,x,x,x,58.28111,12.32972
"Trollhättan, Syltevägen 58",Trollhättan,x,x,x,x,x,58.26222,12.27361
"Trollhättan, Älvdalens Livs",Trollhättan,x,x,x,x,x,58.30944,12.29167
"Velanda, Väg 1016",Velanda,x,x,x,x,x,58.23167,12.30417
"Åsaka, Kryddlunds",Åsaka,x,x,x,x,x,58.24528,12.42167
"Överby köpcenter, Coop Forum",Överby,x,x,x,x,x,58.31500,12.30444
"Trollhättan, Kungsporten",Trollhättan,x,x,x,x,x,58.28889,12.29806
Trollhättan Netto,Trollhättan,x,x,x,x,x,58.26028,12.28833
"Trollhättan, gamla värmecentralen",Trollhättan,x,x,x,x,x,58.27694,12.29639
ICA Kvantum,Trollhättan,x,x,x,x,x,58.28444,12.31444
"Trollhättan, Halvorstorps kiosk",Trollhättan,x,x,x,x,x,58.28917,12.34000
"Trollhättan, Oden",Trollhättan,x,x,x,x,x,58.28417,12.29000
Returen (ÅVC),Trollhättan,x,x,x,x,x,58.27611,12.31528
Trollhättan Korsning Lantmannavägen/Lextorpsvägen,Trollhättan,x,x,x,x,x,58.26444,12.29917
Kobergsvägen 21,Trollhättan,x,x,x,x,x,58.15528,12.30722
Lekparken,Lagerfors,x,x,"","","",58.56028,14.14472
Valdemar Anderssons magasin,Moholm,x,x,x,x,x,58.60528,14.03806
Vårdcentralen,Töreboda,x,x,x,x,x,58.70528,14.12222
Centralskolans IP,Töreboda,x,x,x,x,x,58.71056,14.12111
Betongstation,Töreboda,x,x,x,x,x,58.70722,14.13417
Konsum,Töreboda,x,x,x,x,x,58.71028,14.12694
Servicehuset,Älgarås,x,x,x,x,x,58.81028,14.25444
ÅVC,Töreboda,x,x,x,x,x,58.68083,14.10278
Bokenäs bygdegård,Bokenäs,x,x,x,x,x,58.29333,11.58306
Hogstorp,Hogstorp,x,x,x,x,x,58.39528,11.75944
Kissleberg vid busshållplatsen,Uddevalla,x,x,x,x,x,58.35306,11.84889
P-plats,Uddevalla,x,x,x,x,x,58.35028,11.84972
Lane Fagerhult,Lane Fagerhult,x,x,x,x,x,58.41778,12.02139
"Kyrkan, Lane Ryr",Lane,x,x,x,x,x,58.39556,12.05722
"Lerbo, pendelparkeringen, E6:an",Lerbo,x,x,x,x,x,58.29222,11.87028
Rotviksbro handel,Rotviksbro,x,x,x,x,x,58.34194,11.69083
Kampenhofs p-plats,Uddevalla,x,x,x,x,x,58.35083,11.92917
Kurveröd,Uddevalla,x,x,x,x,x,58.36000,11.89278
Ramnerödsskolan,Uddevalla,x,x,x,x,x,58.36389,11.92639
Vid Östrabo,Uddevalla,x,x,x,x,x,58.35167,11.94472
ICA Supermarket,Uddevalla,x,x,x,x,x,58.35583,11.93389
P-plats ICA Kvantum,Uddevalla,x,x,x,x,x,58.34417,11.92306
Sörkällegatan,Uddevalla,x,x,x,x,x,58.34333,11.93472
Gamla skolan,Uddevalla,x,x,x,x,x,58.36639,11.93861
Skafterödsvägen,Ljungskile,x,x,x,x,x,58.21583,11.91722
Havskurens (ÅVC),Uddevalla,x,x,x,x,x,58.38306,11.95000
Aröds ÅVC,Ljungskile,x,x,x,x,x,58.24028,11.91639
Torp Köpcentrum,Uddevalla,x,x,x,x,x,58.35083,11.80278
Vändplan slutet av Entreprenadvägen,Blidsberg,x,x,x,x,x,57.93222,13.49250
Grusplan,Dalum,x,x,x,x,x,57.89861,13.45972
Reningsverket,Hökerum,x,x,x,x,x,57.84056,13.28111
IP,Hössna,x,x,x,x,x,57.81917,13.53056
Kötthallen,Köttkulla,x,x,x,x,x,57.69639,13.57778
Brandstation,Liared,x,x,x,x,x,57.84139,13.64056
Grusplan,Marbäck,x,x,x,x,x,57.74306,13.41778
Nitta,Nitta,x,x,x,x,x,57.82944,13.18889
"Öster om samhället, utmed riksväg 40",Strängsered,x,x,x,x,x,57.77361,13.68361
Plantvägen,Timmele,x,x,x,x,x,57.86389,13.43250
Mittemot Torsbo handel,Torsbo,x,x,x,x,x,57.62250,13.45306
"Trädet, vändplan mot Industrigatan",Trädet,x,x,x,x,x,57.98389,13.52861
Tvärred,Tvärred,x,x,x,x,x,57.72417,13.30694
Mellan IRO och Bilprovningen,Ulricehamn,x,x,x,x,x,57.80722,13.41000
Dalgatan Vändplats,Ulricehamn,x,x,x,x,x,57.80056,13.41611
Vegby,Vegby,x,x,x,x,x,57.67694,13.36611
"Gamla grusgropen, norr om väg 182 mot Timmele",Älmestad,x,x,x,x,x,57.89722,13.35444
Avfallsanläggningen Övreskog (ÅVC),Ulricehamn,x,x,x,x,"",57.80889,13.46194
Reningsverket Centrum,Ulricehamn,x,x,x,x,x,57.78694,13.40639
Gällstad,Gällstad,x,x,x,x,x,57.66944,13.43694
Helås,Helås,x,x,"","",x,58.27583,12.89000
Bakom ICA,Kvänum,x,x,x,x,x,58.30056,13.18806
Järnvägshållplatsen,Stora Levene,x,x,x,x,x,58.32556,12.92583
Brandstationen,Vara,x,x,x,x,x,58.26694,12.96361
Vedum,Vedum,x,x,x,x,x,58.17139,12.99583
Tempo,Tråvad,x,x,x,x,x,58.25111,13.08167
Riksväg 42,Ljurhalla,x,x,x,x,x,57.93222,12.85556
"Vårgårda, Marknadsplatsen",Vårgårda,x,x,x,x,x,58.03667,12.80917
"Vårgårda, Centrumhuset",Vårgårda,x,x,x,x,x,58.03222,12.80583
"Vårgårda, Kempegatan",Vårgårda,x,x,x,x,x,58.02972,12.81444
"Vårgårda, Tumbergsdeponi (ÅVC)",Vårgårda,x,x,x,x,x,58.05083,12.85861
Lena Sporthall,Lena,x,x,x,x,x,58.00944,12.63000
Brålanda Törnrosvägen 3,Brålanda,x,x,x,x,x,58.56028,12.35833
"Båberg Stampgatan 2 Trestads centrum, Göfab",Båberg,x,x,x,x,x,58.33944,12.25806
Frändefors Riksväg 45,Frändefors,x,x,x,x,x,58.49194,12.27556
Grunnebo,Grunnebo,x, , , ,x,58.33722,12.21694
Hol,Hol,x, , , ,"",58.30722,12.37139
Holmängen Björkholmsgatan,Holmängen,x,x,x,x,x,58.37333,12.34444
Onsjö Johannesbergsvägen 2 Volvo Brandt,Onsjö,x,x,x,x,x,58.35639,12.31556
Vargön Järnvägsplan,Vargön,x,x,x,x,x,58.35889,12.39278
Vargön ICA,Vargön,x,x,x,x,x,58.35639,12.39000
Vargön Storegårdsvägen 60/Fröjsvägen,Vargön,x,x,x,x,x,58.35306,12.40500
Väne Ryr ,Väne,x,x,x,x,x,58.33028,12.14444
Vänersborg Torpahallen,Vänersborg,x,x,x,x,x,58.36306,12.33528
Vänersborg Onsjöboden,Vänersborg,x,x,x,x,x,58.35167,12.32611
Vänersborg Havenströmska,Vänersborg,x,x,x,x,x,58.36417,12.35556
Vänersborg Nya vattentornet,Vänersborg,x,x,x,x,x,58.37000,12.34222
Vänersborg Folkets Park,Vänersborg,x,x,x,x,x,58.38250,12.30500
Vänersborg Kvantum,Vänersborg,x,x,x,x,x,58.38250,12.31639
Vänersborg 1 P-plats vid fd lasarett,Vänersborg,x,x,x,x,x,58.37556,12.32194
Vänersborg Kvarteret Tuppen,Vänersborg,x,x,x,x,x,58.37361,12.33056
Vänersborg Hamngatan 27,Vänersborg,x,x,x,x,x,58.38333,12.32194
Tenggrenstorpsvägen,Vänersborg,x,x,x,x,x,58.36500,12.32306
Öxnered,Öxnered,x,x,x,x,x,58.36417,12.27917
Brålanda Storgatan/Rostocksv 1,Brålanda,x,x,x,x,x,58.56556,12.34583
Brålanda Gestad Bygdegård,Brålanda,x,x,x,x,x,58.52500,12.43028
"Kommunförråd, Holmängen (ÅVC)",Vänersborg,x,"",x,x,"",58.38083,12.34000
Hallevi,Vargön,x,x,x,x,x,58.36750,12.39778
Regementsgatan vid ÅVC,Vänersborg,x,x,x,x,x,58.38028,12.34000
Affären,Fengersfors,x,x,x,x,x,58.99417,12.46889
Stationen,Tösse,x,x,x,x,x,58.97194,12.64389
Norra Hamnplan,Åmål,x,x,x,x,x,59.05556,12.70694
Rösvallen,Åmål,x,x,x,x,x,59.05972,12.69083
Årjängsgatan,Åmål,x,x,x,x,x,59.04583,12.70028
Östra Åsenvägen/Klövervägen,Åmål,x,x,x,x,x,59.05611,12.67667
EuroCash (bredvid),Åmål,x,x,x,x,x,59.04361,12.68028
Östby (ÅVC),Åmål,x,x,x,x,x,59.09472,12.75833
Näsgatan mitt emot Returen,Åmål,x,x,x,x,x,59.03694,12.71417
Framnäs,Björkö,x,x,x,x,x,57.71806,11.68361
Stora vägen/Egnahemsvägen,Fotö,x,x,x,x,x,57.67250,11.66000
Hamnen,Grötö,x,x,x,x,x,57.69500,11.68500
Hyppeln Avfallssorteringsstationen,Hyppeln,x,x,x,x,x,57.75583,11.61583
Statoil Hönö,Hönö,x,x,x,x,x,57.69833,11.64694
Östra Hamnen,Hönö,x,x,x,x,x,57.68278,11.65250
Hamnen,Kalvsund,x,x,x,x,x,57.71056,11.68278
Knippla Centrum (väster om),Knippla,x,x,x,x,x,57.74972,11.65083
Hamnen,Rörö,x,x,x,x,x,57.77278,11.62000
Öckerö Vårdcentral,Öckerö,x,x,x,x,x,57.71028,11.65861
Hälsö livs (ICA),Hälsö,x,x,x,x,x,57.73194,11.65583
Avfallscentralen Kärrsvik (ÅVC),Öckerö,"",x,x,x,x,57.71083,11.65361
ICA Jouren,Askersund,x,x,x,x,x,58.88500,14.90750
"Konsum Extra, vid varuintaget",Askersund,x,x,x,x,x,58.88667,14.91139
Affären,Rönneshytta,x,x,x,x,x,58.92361,15.04083
Fd Affären,Zinkgruvan,x,x,x,x,x,58.81528,15.10000
Hammars Handel,Hammar,x,x,x,x,x,58.81250,14.96194
